ville,cp,population,distance_km,reseau_plus_proche,agence_plus_proche,nb_agences_a_20km
Cancale,35260,5672,10.8,TransakAuto,Agence SAINT-MALO,2
Bédarrides,84370,5671,10.8,TransakAuto,Agence ORANGE,3
La Roquette-sur-Siagne,06550,5669,5.3,TransakAuto,Agence CANNES,4
Caumont-sur-Durance,84510,5667,7.3,TransakAuto,Agence L&rsquo;ISLE SUR LA SORGUE,2
Sausheim,68390,5666,1.2,AgenceAuto,mulhouse,2
La Crèche,79260,5662,6.7,TransakAuto,"Agence NAMUR, BELGIQUE",2
Rocbaron,83136,5660,6.0,TransakAuto,Agence BRIGNOLES,1
Sigean,11130,5657,14.1,TransakAuto,Agence NARBONNE,2
Parmain,95620,5655,8.8,TransakAuto,Agence CERGY,6
Chanverrie,85130,5653,9.7,TransakAuto,Agence CHOLET,1
Santes,59211,5652,6.6,AgenceAuto,lille-seclin,5
Montrond-les-Bains,42210,5652,8.5,Simplicicar,moto-veauche,2
Rives-du-Loir-en-Anjou,49140,5644,10.5,TransakAuto,Agence ANGERS,3
Sainghin-en-Weppes,59184,5638,10.3,AgenceAuto,lille-seclin,6
Wallers,59135,5633,5.7,TransakAuto,Agence VALENCIENNES,2
Challes-les-Eaux,73190,5630,9.1,Simplicicar,aix-les-bains,2
Delle,90100,5623,13.7,AgenceAuto,montbeliard,4
La Gorgue,59253,5616,18.7,TransakAuto,Agence BETHUNE,1
Rungis,94150,5611,2.6,TransakAuto,Agence WISSOUS,10
Sauvian,34410,5608,7.4,TransakAuto,Agence BEZIERS,1
La Ville-aux-Dames,37700,5606,6.0,AgenceAuto,tours,3
Ternay,69360,5596,8.3,Simplicicar,lyon-ouest,7
Saint-Martin-d'Uriage,38410,5587,13.0,TransakAuto,Agence GRENOBLE OUEST,3
Genay,69730,5585,1.5,Simplicicar,lyon-nord,8
Wormhout,59470,5584,15.6,TransakAuto,Agence DUNKERQUE,3
Liverdun,54460,5580,15.1,Simplicicar,nancy,3
Ludon-Médoc,33290,5578,10.7,TransakAuto,Agence BORDEAUX RIVE DROITE,5
Saint-Gilles,35590,5576,9.9,TransakAuto,Agence RENNES OUEST,3
Carbonne,31390,5563,16.7,TransakAuto,Agence EAUNES,1
Beaurains,62217,5559,3.6,TransakAuto,Agence ARRAS,3
Le Port-Marly,78560,5559,9.5,AgenceAuto,viroflay,8
Viarmes,95270,5558,9.1,AgenceAuto,la-croix-verte,4
Ambazac,87240,5556,13.3,TransakAuto,Agence LIMOGES,2
Pollestres,66450,5548,8.4,Simplicicar,perpignan,2
Quincy-Voisins,77860,5547,5.4,TransakAuto,Agence MEAUX,3
Baisieux,59780,5545,9.8,AgenceAuto,wasquehal,6
Chazelles-sur-Lyon,42140,5543,10.3,Simplicicar,moto-veauche,3
Nogent-sur-Seine,10400,5537,16.2,TransakAuto,Agence PROVINS,1
Lardy,91510,5530,12.4,TransakAuto,Agence ETAMPES,1
Roquemaure,30150,5529,10.5,TransakAuto,Agence ORANGE,2
Aussillon,81200,5527,19.7,TransakAuto,Agence CASTRES,1
Saint-Sébastien-de-Morsent,27180,5524,6.3,TransakAuto,Agence EVREUX,2
Saint-Mars-du-Désert,44850,5523,19.2,TransakAuto,Agence ANCENIS,1
Les Achards,85150,5518,12.7,TransakAuto,Agence LA ROCHE SUR YON,2
Servian,34290,5517,15.6,TransakAuto,Agence BEZIERS,1
La Garnache,85710,5515,6.8,TransakAuto,Agence CHALLANS,1
Neuville-de-Poitou,86170,5513,12.0,TransakAuto,Agence POITIERS,1
Chevreuse,78460,5502,13.5,TransakAuto,Agence LES CLAYES SOUS BOIS,4
Grans,13450,5489,4.3,Simplicicar,salon,1
Le Boulou,66160,5487,16.9,Simplicicar,perpignan,1
Drap,06340,5484,9.9,Simplicicar,nice,4
Foulayronnes,47510,5476,16.5,TransakAuto,Agence AGEN,1
Étoile-sur-Rhône,26800,5468,6.9,TransakAuto,Agence VALENCE,2
La Roque-d'Anthéron,13640,5459,15.3,TransakAuto,Agence PERTUIS,3
Ollainville,91340,5455,12.1,AgenceAuto,palaiseau,5
La Ferrière,85280,5454,16.6,TransakAuto,Agence LA ROCHE SUR YON,1
Crégy-lès-Meaux,77124,5446,3.5,TransakAuto,Agence MEAUX,3
Arnage,72230,5445,6.0,TransakAuto,Agence LE MANS,1
Saint-Memmie,51470,5441,1.5,AgenceAuto,chalons-en-champagne,1
Fenain,59179,5441,12.5,TransakAuto,Agence VALENCIENNES,3
Saint-Genis-les-Ollières,69290,5439,5.5,TransakAuto,Agence LYON OUEST,9
Roques,31120,5436,3.4,Simplicicar,toulouse-sud,7
Marsannay-la-Côte,21160,5433,8.8,TransakAuto,Agence DIJON,3
Mouguerre,64990,5428,8.4,TransakAuto,Agence ANGLET,4
Wervicq-Sud,59117,5426,5.1,TransakAuto,Agence TOURCOING,4
Rousset,13790,5425,16.4,AgenceAuto,aix-en-provence,3
Flers-en-Escrebieux,59128,5424,3.5,TransakAuto,Agence DOUAI,4
Aiffres,79230,5419,4.1,TransakAuto,Agence NIORT,2
Reichshoffen,67110,5418,13.4,TransakAuto,Agence HAGUENAU,1
Lacroix-Saint-Ouen,60610,5415,4.4,Simplicicar,compiegne,3
Le Cendre,63670,5415,7.2,TransakAuto,Agence CLERMONT FERRAND SUD,1
Heillecourt,54180,5414,1.2,AgenceAuto,nancy,3
Marles-les-Mines,62540,5411,5.3,TransakAuto,Agence BETHUNE,1
Peyrolles-en-Provence,13860,5409,8.4,TransakAuto,Agence PERTUIS,3
Saint-Pierre-lès-Nemours,77140,5401,17.4,TransakAuto,Agence FONTAINEBLEAU,1
Plouhinec,56680,5400,11.9,TransakAuto,Agence LORIENT,2
Bordères-sur-l'Échez,65320,5399,5.7,TransakAuto,Agence TARBES,1
Vic-le-Comte,63270,5396,15.2,TransakAuto,Agence CLERMONT FERRAND SUD,1
Drusenheim,67410,5388,16.6,TransakAuto,Agence HAGUENAU,1
Charbonnières-les-Bains,69260,5383,5.8,TransakAuto,Agence CALUIRE-ET-CUIRE,9
Garons,30128,5381,5.1,AgenceAuto,nimes,5
Cormelles-le-Royal,14123,5377,5.3,TransakAuto,Agence CAEN,1
Levens,06670,5377,16.9,Simplicicar,nice,3
Cruseilles,74350,5376,12.4,TransakAuto,Agence ANNECY,3
Saint-Astier,24110,5376,13.0,TransakAuto,Agence PERIGUEUX,1
Calonne-Ricouart,62470,5369,6.7,TransakAuto,Agence BETHUNE,1
Trèbes,11800,5361,12.4,Simplicicar,carcassonne,2
Reyrieux,01600,5358,5.1,Simplicicar,lyon-nord,5
Parigné-l'Évêque,72250,5358,14.9,TransakAuto,Agence LE MANS,1
Bléré,37150,5352,19.7,AgenceAuto,tours,1
Chagny,71150,5350,11.7,TransakAuto,Agence CHALON-SUR-SAONE,3
Mériel,95630,5347,6.5,AgenceAuto,la-croix-verte,6
Bretignolles-sur-Mer,85470,5344,17.8,TransakAuto,Agence LES SABLES D&rsquo;OLONNE,1
Erquinghem-Lys,59193,5341,15.1,TransakAuto,Agence LILLE,5
Idron,64320,5340,9.2,TransakAuto,Agence PAU,2
Dechy,59187,5338,6.7,TransakAuto,Agence DOUAI,1
La Balme-de-Sillingy,74330,5336,4.0,TransakAuto,Agence ANNECY,3
Plessé,44630,5335,19.2,TransakAuto,Agence REDON,1
Mundolsheim,67450,5322,1.3,TransakAuto,Agence STRASBOURG NORD,3
Le Pellerin,44640,5319,14.3,TransakAuto,Agence NANTES NORD,1
Mouy,60250,5319,14.8,Simplicicar,st-maximin,4
Gambsheim,67760,5312,12.6,TransakAuto,Agence STRASBOURG NORD,3
Bethoncourt,25200,5308,5.0,AgenceAuto,hericourt,4
Barberaz,73000,5306,6.3,Simplicicar,aix-les-bains,2
Vindry-sur-Turdine,69490,5305,18.3,TransakAuto,Agence CALUIRE-ET-CUIRE,1
Saint-Lyphard,44410,5304,9.5,TransakAuto,Agence SAINT-NAZAIRE,1
Tresses,33370,5290,7.6,AgenceAuto,bordeaux-rive-droite,6
Valence,82400,5289,19.7,TransakAuto,Agence AGEN,1
Brebières,62117,5283,3.9,TransakAuto,Agence DOUAI,4
Blotzheim,68730,5282,4.2,AgenceAuto,saint-louis,2
Mormant,77720,5282,18.9,AgenceAuto,gretz-armainvilliers,1
Condat-sur-Vienne,87920,5281,7.7,AgenceAuto,limoges,2
Mouilleron-le-Captif,85000,5273,8.2,TransakAuto,Agence LA ROCHE SUR YON,1
Villette-d'Anthon,38280,5268,7.3,TransakAuto,Agence ANTHON,7
Moulins-lès-Metz,57160,5265,5.9,AgenceAuto,metz,3
Valleiry,74520,5264,14.1,TransakAuto,Agence GEX,2
Cazouls-lès-Béziers,34370,5261,11.4,TransakAuto,Agence BEZIERS,1
Florensac,34510,5254,19.3,AgenceAuto,sete,1
Châtillon-sur-Chalaronne,01400,5250,19.0,TransakAuto,Agence MACON,2
Pont-Sainte-Marie,10150,5249,5.7,Simplicicar,troyes,3
Bauvin,59221,5249,11.6,TransakAuto,Agence SECLIN,4
Le Rove,13740,5246,6.8,TransakAuto,Agence MARIGNANE,3
Mulsanne,72230,5244,8.5,TransakAuto,Agence LE MANS,1
Guémené-Penfao,44290,5243,18.0,TransakAuto,Agence REDON,1
Séméac,65600,5236,4.9,TransakAuto,Agence TARBES,1
Nuits-Saint-Georges,21700,5235,15.3,Simplicicar,beaune,1
Mignaloux-Beauvoir,86550,5229,8.4,TransakAuto,Agence POITIERS,1
Laillé,35890,5225,7.6,Simplicicar,rennes,1
Forcalquier,04300,5222,16.1,TransakAuto,Agence MANOSQUE,1
Saint-Clément-de-Rivière,34980,5218,10.6,AgenceAuto,montpellier-est,4
Le Bourget-du-Lac,73370,5216,5.2,TransakAuto,Agence CHAMBERY,2
Surzur,56450,5211,9.9,Simplicicar,vannes,3
Vernaison,69390,5210,4.9,Simplicicar,lyon-ouest,7
Tourves,83170,5207,14.5,TransakAuto,Agence BRIGNOLES,1
Saint-Saturnin-lès-Avignon,84450,5206,7.5,TransakAuto,Agence AVIGNON,2
Gorges,44190,5203,17.4,AgenceAuto,nantes-sud-est,1
Vaux-sur-Seine,78740,5202,7.2,AgenceAuto,cergy-pontoise,6
Jonquières,84150,5201,7.3,TransakAuto,Agence ORANGE,1
Beynost,01700,5198,8.9,AgenceAuto,lyon-nord,9
Brou-sur-Chantereine,77177,5196,1.5,TransakAuto,Agence CHELLES,7
Gauchy,02430,5183,1.9,AgenceAuto,saint-quentin,2
Schweighouse-sur-Moder,67590,5182,0.9,TransakAuto,Agence HAGUENAU,2
Bassens,73000,5175,4.3,Simplicicar,aix-les-bains,2
Coubron,93470,5175,5.6,TransakAuto,Agence CHELLES,5
Valdoie,90300,5175,6.9,AgenceAuto,belfort,2
Villerest,42300,5172,7.2,TransakAuto,Agence ROANNE,1
Loison-sous-Lens,62218,5169,3.9,TransakAuto,Agence LENS,6
Seichamps,54280,5165,10.3,AgenceAuto,nancy,3
Villars-les-Dombes,01330,5163,16.1,Simplicicar,meximieux,2
L'Étang-la-Ville,78620,5157,7.2,TransakAuto,Agence LES CLAYES SOUS BOIS,7
Trilport,77470,5146,7.9,TransakAuto,Agence MEAUX,2
Pont-l'Évêque,14130,5145,1.7,TransakAuto,Agence DEAUVILLE,1
Douvres-la-Délivrande,14440,5143,13.4,TransakAuto,Agence CAEN,1
Le Cannet-des-Maures,83340,5140,18.1,TransakAuto,Agence DRAGUIGNAN,1
Villeneuve-sur-Yonne,89500,5135,13.7,TransakAuto,Agence SENS,1
Saint-Vit,25410,5133,0.7,Simplicicar,besancon,4
Saint-Chéron,91530,5132,10.8,TransakAuto,Agence ETAMPES,1
Ferrière-la-Grande,59680,5131,4.9,TransakAuto,Agence MAUBEUGE,1
Locmaria-Plouzané,29280,5130,14.5,AgenceAuto,brest,3
Cucq,62780,5129,9.5,TransakAuto,Agence LE TOUQUET,1
Villenoy,77124,5127,0.8,TransakAuto,Agence MEAUX,4
Chavanoz,38230,5126,1.6,TransakAuto,Agence ANTHON,4
Dives-sur-Mer,14160,5122,17.1,TransakAuto,Agence CAEN,1
Villeneuve-en-Retz,44580,5120,18.8,AgenceAuto,pornic,2
Saint-Marcellin-en-Forez,42680,5116,10.5,Simplicicar,veauche,3
Le Val d'Hazey,27600,5111,13.6,Simplicicar,vernon,2
Val-de-Moder,67350,5102,9.6,TransakAuto,Agence HAGUENAU,1
Pulnoy,54425,5099,9.0,AgenceAuto,nancy,3
Billy-Berclau,62138,5093,11.6,TransakAuto,Agence LENS,3
Genlis,21110,5093,12.7,TransakAuto,Agence DIJON,3
Saint-Georges-de-Didonne,17110,5092,8.0,Simplicicar,royan,1
Saint-Pantaléon-de-Larche,19600,5091,11.2,TransakAuto,Agence BRIVE-LA-GAILLARDE,2
Muzillac,56190,5089,19.8,Simplicicar,vannes,1
Baden,56870,5086,11.9,AgenceAuto,vannes,3
Ornex,01210,5082,6.9,AgenceAuto,saint-genis-pouilly,4
Giberville,14730,5077,1.9,TransakAuto,Agence CAEN,1
Habsheim,68440,5076,7.2,AgenceAuto,mulhouse,3
Yffiniac,22120,5074,5.4,TransakAuto,Agence SAINT-BRIEUC,3
Sommières,30250,5073,11.2,TransakAuto,Agence LUNEL,3
Villefranche-de-Lauragais,31290,5072,1.8,TransakAuto,Agence VILLEFRANCHE-DE-LAURAGAIS,1
Haillicourt,62940,5064,1.9,TransakAuto,Agence BETHUNE,2
Bonnières-sur-Seine,78270,5064,8.0,TransakAuto,Agence MANTES-LA-JOLIE,4
Luynes,37230,5062,15.8,TransakAuto,Agence TOURS SUD,2
Petite-Forêt,59494,5054,0.7,TransakAuto,Agence VALENCIENNES,2
Laventie,62840,5044,18.6,AgenceAuto,lille-seclin,3
Saint-Sever,40500,5043,15.4,TransakAuto,Agence MONT DE MARSAN,1
Cilaos,97413,5040,17.4,TransakAuto,"Agence ETANG-SALE, REUNION",1
Bezannes,51430,5039,3.3,Simplicicar,reims,2
Champagne-sur-Oise,95660,5036,10.6,AgenceAuto,la-croix-verte,6
Sainte-Soulle,17220,5034,4.9,TransakAuto,Agence LA ROCHELLE / AYTRE,1
La Mézière,35520,5033,5.2,TransakAuto,Agence RENNES OUEST,2
Gruissan,11430,5032,10.9,TransakAuto,Agence NARBONNE,2
Pacy-sur-Eure,27120,5027,11.2,Simplicicar,vernon,3
Allinges,74200,5019,4.9,TransakAuto,Agence THONON-LES-BAINS,1
Plouigneau,29610,5014,9.7,TransakAuto,Agence MORLAIX,1
Lestrem,62136,5009,15.0,TransakAuto,Agence BETHUNE,1
Villefranche-sur-Mer,06230,5008,6.1,Simplicicar,nice,4
Luzarches,95270,5008,12.3,AgenceAuto,la-croix-verte,5
Neuville-aux-Bois,45170,4987,18.1,TransakAuto,Agence ORLEANS,1
Lorette,42420,4983,14.8,TransakAuto,Agence SAINT ETIENNE,1
Saint-Mathieu-de-Tréviers,34270,4979,14.0,AgenceAuto,montpellier-est,2
Bousbecque,59166,4978,3.5,TransakAuto,Agence TOURCOING,4
Le Fenouiller,85800,4978,13.9,TransakAuto,Agence CHALLANS,1
Montchanin,71210,4976,11.1,AgenceAuto,montceau-les-mines,1
Crécy-la-Chapelle,77580,4973,10.8,TransakAuto,Agence MEAUX,3
Beaucourt,90500,4966,8.2,AgenceAuto,montbeliard,4
Saint-Nom-la-Bretèche,78860,4965,4.9,TransakAuto,Agence LES CLAYES SOUS BOIS,7
Verdun-sur-Garonne,82600,4961,6.4,TransakAuto,Agence FRONTON,2
Heyrieux,38540,4956,12.9,Simplicicar,st-priest,8
Sainte-Marie-la-Mer,66470,4952,10.6,Simplicicar,perpignan,2
Witry-lès-Reims,51420,4950,6.6,TransakAuto,Agence REIMS,2
Créon,33670,4950,15.5,TransakAuto,Agence CADAUJAC,4
La Grand-Croix,42320,4947,12.8,TransakAuto,Agence SAINT ETIENNE,1
Vair-sur-Loire,44150,4944,6.1,TransakAuto,Agence ANCENIS,1
Laigneville,60290,4926,6.9,TransakAuto,Agence SAINT MAXIMIN,3
Pechbonnieu,31140,4922,5.1,Simplicicar,toulouse-nord,6
Mandres-les-Roses,94520,4922,5.3,TransakAuto,Agence BRIE-COMTE-ROBERT,8
Claira,66530,4922,8.8,TransakAuto,Agence PERPIGNAN NORD SAINT ESTEVE,2
Bruyères-sur-Oise,95820,4921,11.6,AgenceAuto,la-croix-verte,4
Sainte-Eulalie,33560,4915,1.4,AgenceAuto,bordeaux-rive-droite,6
Castelnau-de-Médoc,33480,4907,17.5,Simplicicar,merignac,2
Gratentour,31150,4906,4.8,Simplicicar,toulouse-nord,5
Ballainvilliers,91160,4904,5.2,AgenceAuto,palaiseau,6
Verneuil-sur-Vienne,87430,4903,9.5,AgenceAuto,limoges,2
Le Versoud,38420,4900,6.4,TransakAuto,Agence GRENOBLE EST,3
Saint-Père-en-Retz,44320,4894,13.1,TransakAuto,Agence PORNIC,3
Bégard,22140,4889,2.3,TransakAuto,Agence BEGARD,2
Grand-Fort-Philippe,59153,4887,17.4,AgenceAuto,dunkerque,2
Lambres-lez-Douai,59552,4883,2.2,TransakAuto,Agence DOUAI,4
Volvic,63530,4883,14.6,TransakAuto,Agence CLERMONT FERRAND SUD,1
Saint-Sulpice-et-Cameyrac,33450,4881,8.7,AgenceAuto,bordeaux-rive-droite,4
Uchaud,30620,4879,5.5,Simplicicar,vauvert,5
Le Quesnoy,59530,4878,14.7,AgenceAuto,valenciennes,2
Montbazon,37250,4874,1.7,Simplicicar,tours,3
Écommoy,72220,4868,19.5,TransakAuto,Agence LE MANS,1
Ceyreste,13600,4863,3.0,Simplicicar,la-ciotat,1
Blendecques,62575,4859,2.5,Simplicicar,saint-omer,1
Fagnières,51510,4858,6.9,AgenceAuto,chalons-en-champagne,1
La Voulte-sur-Rhône,07800,4854,15.1,TransakAuto,Agence VALENCE,2
Bazas,33430,4854,17.7,TransakAuto,Agence LANGON,1
Sainte-Marie-aux-Mines,68160,4851,14.2,AgenceAuto,saint-die-des-vosges,2
La Turballe,44420,4850,15.4,TransakAuto,Agence SAINT-NAZAIRE,1
Vitry-en-Artois,62490,4849,6.6,TransakAuto,Agence DOUAI,4
Phalempin,59133,4847,4.7,TransakAuto,Agence SECLIN,7
Vic-en-Bigorre,65500,4845,19.8,TransakAuto,Agence TARBES,1
Saint-Jean-de-Bournay,38440,4843,14.7,TransakAuto,Agence BOURGOIN-JAILLEU,2
Rosières-près-Troyes,10430,4840,5.1,AgenceAuto,troyes,3
Saint-Martin-de-Valgalgues,30520,4840,9.7,TransakAuto,Agence ALES,1
Cysoing,59830,4839,11.4,TransakAuto,Agence SECLIN,5
Pignans,83790,4838,15.2,TransakAuto,Agence BRIGNOLES,1
Conches-en-Ouche,27190,4838,17.5,TransakAuto,Agence EVREUX,1
Paron,89100,4834,4.6,TransakAuto,Agence SENS,1
Monnaie,37380,4833,18.1,AgenceAuto,tours,2
Bornel,60540,4832,16.7,TransakAuto,Agence CERGY,4
Milizac-Guipronvel,29290,4816,8.8,TransakAuto,Agence BREST,3
Robion,84440,4816,10.8,TransakAuto,Agence L&rsquo;ISLE SUR LA SORGUE,1
Tinchebray-Bocage,61800,4813,13.0,TransakAuto,Agence FLERS,1
Charly,69390,4811,3.3,Simplicicar,lyon-ouest,7
Saverdun,09700,4808,19.3,Simplicicar,pamiers,1
L'Horme,42152,4806,11.4,TransakAuto,Agence SAINT ETIENNE,1
Rilhac-Rancon,87570,4805,5.9,TransakAuto,Agence LIMOGES,2
Ruy-Montceau,38300,4805,6.5,TransakAuto,Agence BOURGOIN-JAILLEU,1
Billom,63160,4805,16.3,TransakAuto,Agence CLERMONT FERRAND SUD,1
Bourgbarré,35230,4804,11.6,Simplicicar,rennes,2
Le Coudray-Montceaux,91830,4801,8.3,TransakAuto,Agence LIEUSAINT,3
Cléon,76410,4795,0.6,TransakAuto,Agence ELBEUF,2
Maraussan,34370,4789,7.1,TransakAuto,Agence BEZIERS,1
Teyran,34820,4787,4.4,AgenceAuto,montpellier-est,4
La Grand-Combe,30110,4783,16.6,TransakAuto,Agence ALES,1
Marolles-en-Brie,94440,4781,6.6,TransakAuto,Agence BRIE-COMTE-ROBERT,10
Saint-Romain-de-Colbosc,76430,4780,12.0,TransakAuto,Agence LE HAVRE,1
Pompey,54340,4780,15.5,Simplicicar,nancy,4
Saint-Germain-du-Puy,18390,4779,8.7,TransakAuto,Agence BOURGES,1
Dagneux,01120,4778,11.2,Simplicicar,meximieux,8
Verneuil-en-Halatte,60550,4775,3.8,AgenceAuto,senlis,3
La Haie-Fouassière,44690,4775,11.9,AgenceAuto,nantes-sud-est,2
Ingersheim,68040,4774,6.0,Simplicicar,colmar,1
Saint-Martin-des-Champs,29600,4773,0.9,TransakAuto,Agence MORLAIX,1
Sadirac,33670,4769,12.6,TransakAuto,Agence CADAUJAC,5
La Plaine-sur-Mer,44770,4760,5.3,TransakAuto,Agence PORNIC,3
Venansault,85190,4757,4.0,TransakAuto,Agence LA ROCHE SUR YON,1
Sanilhac,24380,4757,11.7,TransakAuto,Agence PERIGUEUX,1
Limas,69400,4750,4.0,TransakAuto,Agence VILLEFRANCHE SUR SAONE,4
Écouflant,49000,4749,5.0,TransakAuto,Agence ANGERS,3
Chasseneuil-du-Poitou,86360,4743,7.8,TransakAuto,Agence POITIERS,1
Sanguinet,40460,4741,16.0,TransakAuto,Agence ARCACHON,1
Grésy-sur-Aix,73100,4740,14.0,TransakAuto,Agence CHAMBERY,2
Soufflenheim,67620,4740,15.8,TransakAuto,Agence HAGUENAU,1
La Chapelle-des-Fougeretz,35520,4738,1.4,TransakAuto,Agence RENNES OUEST,3
Reichstett,67116,4732,2.6,TransakAuto,Agence STRASBOURG NORD,4
L'Hermitage,35590,4730,8.7,AgenceAuto,rennes-nord,3
Vermelles,62980,4729,8.7,TransakAuto,Agence LENS,2
Mésanger,44522,4724,4.9,TransakAuto,Agence ANCENIS,1
Saint-Méloir-des-Ondes,35350,4720,5.8,TransakAuto,Agence SAINT-MALO,2
Aigondigné,79370,4710,11.6,TransakAuto,Agence NIORT,2
Chavagne,35310,4709,3.3,Simplicicar,rennes,3
Village-Neuf,68128,4709,4.6,AgenceAuto,saint-louis,2
Clohars-Carnoët,29360,4708,11.5,Simplicicar,lorient,2
Beuzeville,27210,4704,11.7,TransakAuto,Agence DEAUVILLE,1
Le Trait,76580,4704,15.8,TransakAuto,Agence YVETOT,1
Saint-Paul-en-Jarez,42740,4699,14.3,TransakAuto,Agence SAINT ETIENNE,1
Graveson,13690,4698,12.8,TransakAuto,Agence AVIGNON,1
Herrlisheim,67850,4694,16.0,TransakAuto,Agence HAGUENAU,3
Rognes,13840,4693,11.7,TransakAuto,Agence PERTUIS,3
La Suze-sur-Sarthe,72210,4693,16.9,TransakAuto,Agence LE MANS,1
Bièvres,91570,4686,6.0,AgenceAuto,viroflay,8
Ribeauvillé,68150,4685,11.1,Simplicicar,colmar,2
Le Ban-Saint-Martin,57050,4684,2.3,AgenceAuto,metz,2
Hallennes-lez-Haubourdin,59320,4683,8.2,AgenceAuto,lille-seclin,6
Viuz-en-Sallaz,74250,4681,10.2,TransakAuto,Agence ANNEMASSE,5
Bavilliers,90800,4678,2.6,AgenceAuto,belfort,4
Saint-Georges-de-Reneins,69830,4677,5.9,TransakAuto,Agence VILLEFRANCHE SUR SAONE,1
Aigrefeuille-d'Aunis,17290,4677,10.8,TransakAuto,Agence LA ROCHELLE / AYTRE,1
Saint-Pol-sur-Ternoise,62130,4677,19.9,TransakAuto,Agence BETHUNE,1
Sequedin,59320,4675,6.7,Simplicicar,lille,6
Flayosc,83780,4673,16.3,TransakAuto,Agence DRAGUIGNAN,1
L'Huisserie,53970,4672,6.4,TransakAuto,Agence LAVAL,1
Saint-Hilaire-de-Brethmas,30560,4670,5.0,TransakAuto,Agence ALES,1
Collonges-au-Mont-d'Or,69660,4669,3.2,AgenceAuto,lyon-nord,9
Auzeville-Tolosane,31320,4665,2.5,AgenceAuto,toulouse-sud-est-labege,7
Les Garennes sur Loire,49320,4663,9.3,AgenceAuto,angers,3
Bédée,35137,4662,17.3,TransakAuto,Agence RENNES OUEST,2
Soucieu-en-Jarrest,69510,4660,6.2,Simplicicar,lyon-ouest,5
Blénod-lès-Pont-à-Mousson,54700,4659,8.1,TransakAuto,Agence METZ,1
Ascain,64310,4658,11.1,TransakAuto,Agence BIDART &#8211; SAINT-JEAN-DE-LUZ,2
Soullans,85300,4654,7.1,TransakAuto,Agence CHALLANS,1
La Tremblade,17390,4650,15.7,Simplicicar,royan,1
La Tour-de-Salvagny,69890,4649,2.1,TransakAuto,Agence CALUIRE-ET-CUIRE,8
Véretz,37270,4644,6.3,AgenceAuto,tours,3
Angres,62143,4641,5.0,TransakAuto,Agence LENS,4
Saint-Leu-d'Esserent,60340,4638,4.3,Simplicicar,st-maximin,4
Guesnain,59287,4635,8.1,TransakAuto,Agence DOUAI,1
La Fouillouse,42480,4630,4.5,Simplicicar,veauche,3
Noiseau,94880,4628,5.8,TransakAuto,Agence SAINT MAUR,11
Évin-Malmaison,62141,4628,7.0,TransakAuto,Agence DOUAI,4
Auberchicourt,59165,4626,14.1,TransakAuto,Agence DOUAI,4
Montville,76710,4625,8.3,TransakAuto,Agence ROUEN,2
Auchy-les-Mines,62138,4625,9.7,TransakAuto,Agence LENS,4
Dompierre-sur-Yon,85170,4625,16.8,TransakAuto,Agence LA ROCHE SUR YON,1
Tourrette-Levens,06690,4624,10.2,Simplicicar,nice,4
Trouville-sur-Mer,14360,4619,12.3,TransakAuto,Agence DEAUVILLE,2
Bouloc,31620,4618,11.0,TransakAuto,Agence FRONTON,4
Saint-Pierre-de-Chandieu,69780,4616,9.1,Simplicicar,st-priest,8
Ars-sur-Moselle,57130,4616,10.4,AgenceAuto,metz,3
Vayres,33870,4615,8.3,TransakAuto,Agence LIBOURNE,3
Mandeure,25350,4612,2.6,TransakAuto,Agence MONTBELIARD,3
Jargeau,45150,4610,2.6,TransakAuto,Agence VIERZON,3
Puget-Ville,83390,4610,10.5,TransakAuto,Agence BRIGNOLES,1
Salaise-sur-Sanne,38150,4606,12.9,TransakAuto,Agence DAVEZIEUX,1
Plaintel,22940,4602,12.0,AgenceAuto,saint-brieuc,2
Arnas,69400,4601,1.5,TransakAuto,Agence VILLEFRANCHE SUR SAONE,3
Cabannes,13440,4595,8.8,TransakAuto,Agence L&rsquo;ISLE SUR LA SORGUE,2
Bizanos,64320,4592,7.1,TransakAuto,Agence PAU,2
Lescure-d'Albigeois,81380,4590,7.8,TransakAuto,Agence ALBI,1
Tiercé,49125,4589,17.3,TransakAuto,Agence ANGERS,2
Dieulouard,54380,4581,12.6,TransakAuto,Agence METZ,1
Macau,33460,4576,14.1,TransakAuto,Agence BORDEAUX RIVE DROITE,5
Annay,62880,4571,6.2,TransakAuto,Agence LENS,6
La Frette-sur-Seine,95530,4570,2.6,TransakAuto,Agence SARTROUVILLE,10
Hœrdt,67720,4570,6.4,TransakAuto,Agence STRASBOURG NORD,3
Biache-Saint-Vaast,62118,4568,9.6,TransakAuto,Agence DOUAI,4
Bages,66670,4560,7.8,Simplicicar,perpignan,2
Le Thillay,95500,4560,12.0,TransakAuto,Agence ENGHIEN-LES-BAINS,6
Bonson,42160,4557,5.0,Simplicicar,veauche,3
Gréasque,13850,4554,15.2,TransakAuto,Agence AIX EN PROVENCE SUD,3
Vivonne,86370,4550,18.9,TransakAuto,Agence POITIERS,1
Plourin-lès-Morlaix,29600,4548,6.2,TransakAuto,Agence MORLAIX,1
Chaponnay,69970,4548,10.0,Simplicicar,st-priest,7
Jouques,13490,4547,14.1,TransakAuto,Agence PERTUIS,3
Villiers-sur-Orge,91700,4545,6.6,AgenceAuto,athis-mons,6
Communay,69360,4540,6.4,Simplicicar,vienne,7
